date,code,name,sector,label,rank_score,entry,tp1,stop,outcome,exit_price,days_held,method,fill_date,ret_pct,net_pct,tp2,tp3,tp1_hit,tp1_day,tp2_hit,tp2_day,tp3_hit,tp3_day,stop_hit,stop_day,tp1_before_stop,tp2_before_stop,tp3_before_stop,max_high_pct,min_low_pct,max_close_pct
20260501,078930,GS,기타 금융업,🏆 최강,77.29,81900.0,92500.0,76000.0,LOSS,76000.0,2,ohlc_low_touch,2026-05-04,-7.2,-7.42,98400.0,0.0,False,0,False,0,False,0,True,2,False,False,False,5.86,-16.73,-1.22
20260501,001780,알루코,1차 비철금속 제조업,🏆 최강,62.45,3005.0,3495.0,2550.0,OPEN,2640.0,9,ohlc_horizon_close,2026-05-04,-12.15,-12.37,3850.0,4475.0,False,0,False,0,False,0,False,0,False,False,False,8.32,-12.98,3.16
20260501,061970,LB세미콘,반도체 제조업,🏆 최강,57.49,5600.0,7120.0,4760.0,OPEN,5420.0,10,ohlc_horizon_close,2026-05-04,-3.21,-3.43,7360.0,8020.0,False,0,False,0,False,0,False,0,False,False,False,5.18,-11.7,2.14
20260504,011170,롯데케미칼,기초 화학물질 제조업,🏆 최강,81.55,106200.0,119500.0,93500.0,LOSS,93500.0,5,ohlc_low_touch,2026-05-06,-11.96,-12.18,128500.0,133300.0,False,0,False,0,False,0,True,5,False,False,False,2.64,-25.14,0.28
20260504,419530,SAMG엔터,"영화, 비디오물, 방송프로그램 제작 및 배급업",🏆 최강,62.48,39500.0,48450.0,35400.0,LOSS,35400.0,3,ohlc_low_touch,2026-05-06,-10.38,-10.6,50500.0,54000.0,False,0,False,0,False,0,True,3,False,False,False,5.82,-34.94,0.0
20260504,052710,아모텍,전자부품 제조업,🏆 최강,60.97,23750.0,29450.0,20150.0,LOSS,20150.0,3,ohlc_low_touch,2026-05-07,-15.16,-15.38,33000.0,35150.0,False,0,False,0,False,0,True,3,False,False,False,-3.58,-34.36,-9.47
20260505,011170,롯데케미칼,기초 화학물질 제조업,🏆 최강,81.26,106200.0,119500.0,93500.0,LOSS,93500.0,5,ohlc_low_touch,2026-05-06,-11.96,-12.18,128500.0,133300.0,False,0,False,0,False,0,True,5,False,False,False,2.64,-25.14,0.28
20260505,419530,SAMG엔터,"영화, 비디오물, 방송프로그램 제작 및 배급업",🏆 최강,62.34,39500.0,48450.0,35400.0,LOSS,35400.0,3,ohlc_low_touch,2026-05-06,-10.38,-10.6,50500.0,54000.0,False,0,False,0,False,0,True,3,False,False,False,5.82,-34.94,0.0
20260505,052710,아모텍,전자부품 제조업,🏆 최강,60.94,23750.0,29450.0,20150.0,LOSS,20150.0,3,ohlc_low_touch,2026-05-07,-15.16,-15.38,33000.0,35150.0,False,0,False,0,False,0,True,3,False,False,False,-3.58,-34.36,-9.47
20260506,042510,라온시큐어,소프트웨어 개발 및 공급업,🏆 최강,78.08,13370.0,16960.0,11360.0,OPEN,12710.0,4,ohlc_horizon_close,2026-05-08,-4.94,-5.16,19790.0,22850.0,False,0,False,0,False,0,False,0,False,False,False,5.16,-10.25,-1.72
20260506,011170,롯데케미칼,기초 화학물질 제조업,🏆 최강,72.9,100800.0,119500.0,87900.0,LOSS,87900.0,5,ohlc_low_touch,2026-05-07,-12.8,-13.02,124300.0,133300.0,False,0,False,0,False,0,True,5,False,False,False,8.13,-23.51,5.65
20260506,078930,GS,기타 금융업,🏆 최강,70.48,76900.0,84000.0,70500.0,LOSS,70500.0,6,ohlc_low_touch,2026-05-07,-8.32,-8.54,88500.0,90400.0,True,7,False,0,False,0,True,6,False,False,False,12.74,-11.31,3.25
20260507,322310,오로스테크놀로지,특수 목적용 기계 제조업,🏆 최강,77.11,39500.0,52000.0,33550.0,LOSS,33550.0,3,ohlc_low_touch,2026-05-08,-15.06,-15.28,59800.0,69800.0,False,0,False,0,False,0,True,3,False,False,False,-1.01,-36.46,-10.25
